H1,V,P1,Pl,pKa,NCI,length,dataset,sequence_id
0.021923076923076983,79.89230769230768,7.892307692307693,7.088461538461539,2.2419230769230767,0.028352461538461545,26,amyAMP,seq_epochs_()_num_20
0.7585714285714286,75.24285714285713,6.385714285714286,5.857142857142857,2.2828571428571425,0.02322857142857143,7,amyAMP,seq_epochs_()_num_21
-0.02529411764705882,82.43529411764705,7.923529411764705,6.137058823529412,2.1858823529411766,0.01943005882352941,17,amyAMP,seq_epochs_()_num_22
-0.2899999999999999,109.15555555555557,7.255555555555556,7.493333333333333,2.3699999999999997,0.034625777777777776,9,amyAMP,seq_epochs_()_num_23
-0.12449999999999997,77.72999999999999,8.16,7.033999999999999,2.1845,0.04627570000000002,20,amyAMP,seq_epochs_()_num_24
0.1642857142857143,74.49047619047619,7.480952380952382,6.673809523809524,2.251904761904762,0.03774519047619048,21,amyAMP,seq_epochs_()_num_25
-0.6145454545454545,82.12727272727273,9.236363636363636,7.644545454545454,2.1972727272727273,0.02174081818181818,11,amyAMP,seq_epochs_()_num_26
-0.15999999999999995,78.13571428571427,8.314285714285713,6.828571428571428,2.2414285714285715,0.020886285714285715,14,amyAMP,seq_epochs_()_num_27
-0.03949999999999998,73.27,8.535,5.929999999999999,2.1525000000000003,0.037498550000000005,20,amyAMP,seq_epochs_()_num_28
-0.037499999999999985,69.37499999999999,8.114999999999998,6.629999999999998,2.247,0.024334349999999998,20,amyAMP,seq_epochs_()_num_29
-0.5072727272727272,78.52727272727272,8.763636363636364,7.269999999999999,2.1363636363636362,0.04406595454545454,22,amyAMP,seq_epochs_()_num_30
-0.01649999999999996,59.915,8.014999999999999,6.549499999999999,2.2115,0.03443455,20,amyAMP,seq_epochs_()_num_31
0.42157894736842105,69.22631578947369,7.415789473684211,6.381052631578946,2.258421052631579,0.03324536842105264,19,amyAMP,seq_epochs_()_num_32
-0.01599999999999993,63.874999999999986,8.329999999999998,6.640000000000001,2.242,0.02590405,20,amyAMP,seq_epochs_()_num_33
0.34625000000000006,95.6875,6.968750000000001,6.91625,2.3406249999999997,0.047059875,16,amyAMP,seq_epochs_()_num_34
-0.3714999999999999,71.13999999999999,8.729999999999999,6.539499999999999,2.2005000000000003,0.023989899999999998,20,amyAMP,seq_epochs_()_num_35
0.05227272727272729,59.704545454545446,8.554545454545455,6.422727272727273,2.2350000000000003,0.05521836363636363,22,amyAMP,seq_epochs_()_num_36
-0.07909090909090905,79.10454545454546,7.99090909090909,6.7731818181818175,2.1768181818181818,0.03701386363636364,22,amyAMP,seq_epochs_()_num_37
-0.30444444444444435,83.8722222222222,8.244444444444445,7.40388888888889,2.2205555555555554,0.01789611111111111,18,amyAMP,seq_epochs_()_num_38
-0.11124999999999999,82.7625,7.9625,6.91375,2.254375,0.047791875,16,amyAMP,seq_epochs_()_num_39
-0.14349999999999996,57.269999999999996,8.684999999999999,6.3835,2.251,0.052332049999999984,20,amyAMP,seq_epochs_()_num_40
-0.05185185185185182,79.91111111111111,8.08148148148148,6.646296296296297,2.1974074074074075,0.04925922222222222,27,amyAMP,seq_epochs_()_num_41
0.25461538461538463,99.01538461538462,7.161538461538462,6.859230769230769,2.333076923076923,0.032088,13,amyAMP,seq_epochs_()_num_42
-0.25999999999999984,86.78333333333335,7.891666666666667,7.389166666666667,2.256666666666667,0.029423583333333336,12,amyAMP,seq_epochs_()_num_43
-0.06611111111111106,84.82222222222222,8.072222222222223,6.277222222222222,2.230555555555556,0.026874555555555554,18,amyAMP,seq_epochs_()_num_44
0.06599999999999998,62.11333333333332,8.286666666666667,6.316666666666667,2.1813333333333333,0.05434066666666667,15,amyAMP,seq_epochs_()_num_45
-0.6842105263157894,85.16315789473686,8.589473684210526,7.726842105263158,2.23,0.041571157894736845,19,amyAMP,seq_epochs_()_num_46
0.3044,63.036,7.88,6.242000000000001,2.2603999999999997,0.045152279999999996,25,amyAMP,seq_epochs_()_num_47
0.27875,86.28125,7.331250000000001,7.061875,2.2424999999999997,0.02915825,16,amyAMP,seq_epochs_()_num_48
0.06777777777777777,95.25,7.199999999999999,6.81,2.286666666666667,0.03789672222222222,18,amyAMP,seq_epochs_()_num_49
0.135,80.07142857142857,7.835714285714287,6.4014285714285695,2.1914285714285713,0.029700928571428576,14,amyAMP,seq_epochs_()_num_50
-0.006874999999999992,100.54374999999999,7.812500000000001,7.03875,2.3249999999999997,0.026845875,16,amyAMP,seq_epochs_()_num_51
-0.20909090909090908,68.60909090909091,9.0,6.995454545454544,2.1463636363636365,0.011457909090909092,11,amyAMP,seq_epochs_()_num_52
0.28857142857142865,76.2642857142857,7.464285714285715,6.402857142857142,2.2635714285714283,0.04242335714285715,14,amyAMP,seq_epochs_()_num_53
-0.08869565217391297,72.48260869565217,8.452173913043477,6.679565217391304,2.279130434782609,0.020927478260869565,23,amyAMP,seq_epochs_()_num_54
0.48636363636363633,78.03181818181818,7.163636363636365,6.494090909090909,2.268181818181818,0.03654881818181819,22,amyAMP,seq_epochs_()_num_55
0.16461538461538466,92.66153846153846,6.915384615384616,6.850769230769231,2.2023076923076923,0.028818538461538458,13,amyAMP,seq_epochs_()_num_56
0.8507692307692308,67.98461538461538,6.823076923076924,6.013076923076923,2.2146153846153847,0.048835692307692316,13,amyAMP,seq_epochs_()_num_57
0.4753846153846154,63.669230769230765,7.4692307692307685,6.136153846153846,2.2384615384615385,0.03401238461538461,13,amyAMP,seq_epochs_()_num_58
0.4115384615384615,48.176923076923075,7.876923076923077,5.829999999999999,2.27,0.03664092307692308,13,amyAMP,seq_epochs_()_num_59
0.33000000000000007,84.825,7.0083333333333355,6.7725,2.2449999999999997,0.03369158333333334,12,amyAMP,seq_epochs_()_num_60
0.012941176470588215,73.84117647058822,8.311764705882354,6.991764705882352,2.2694117647058825,0.026937470588235292,17,amyAMP,seq_epochs_()_num_61
0.058750000000000024,88.73750000000001,7.937500000000001,7.090624999999999,2.1574999999999998,0.026153625,16,amyAMP,seq_epochs_()_num_62
0.30916666666666676,96.09166666666665,7.083333333333335,6.870833333333333,2.328333333333333,0.02826966666666667,12,amyAMP,seq_epochs_()_num_63
-0.08363636363636363,49.50909090909091,9.10909090909091,6.534545454545454,2.2454545454545456,0.025587363636363634,11,amyAMP,seq_epochs_()_num_64
-0.08347826086956518,75.4608695652174,8.291304347826086,6.642608695652174,2.175652173913044,0.02281721739130435,23,amyAMP,seq_epochs_()_num_65
0.05923076923076921,55.86923076923077,8.376923076923076,5.973076923076923,2.167692307692308,0.03651946153846154,13,amyAMP,seq_epochs_()_num_66
0.03250000000000003,73.28,8.290000000000001,5.652499999999999,2.175,0.032280300000000005,20,amyAMP,seq_epochs_()_num_67
-0.263,83.56,8.540000000000001,7.264999999999999,2.201,0.023557650000000003,20,amyAMP,seq_epochs_()_num_68
0.5133333333333332,53.31428571428571,7.404761904761905,5.895238095238095,2.2409523809523813,0.048555476190476184,21,amyAMP,seq_epochs_()_num_69
0.275,71.80000000000001,7.731250000000001,6.59375,2.25,0.043023187500000004,16,amyAMP,seq_epochs_()_num_70
-0.395625,72.19375,9.10625,6.99875,2.1643749999999997,0.04758274999999999,16,amyAMP,seq_epochs_()_num_71
0.18650000000000005,63.864999999999995,7.894999999999998,6.297499999999999,2.179,0.05778585000000001,20,amyAMP,seq_epochs_()_num_72
0.4604166666666667,61.19583333333333,7.304166666666667,6.21125,2.2266666666666666,0.04573383333333333,24,amyAMP,seq_epochs_()_num_73
-0.13649999999999993,68.03,8.23,6.9735,2.2465,0.0488045,20,amyAMP,seq_epochs_()_num_74
-0.5426315789473682,76.20526315789475,8.994736842105262,7.539999999999999,2.1689473684210525,0.02212447368421053,19,amyAMP,seq_epochs_()_num_75
-0.09333333333333335,48.099999999999994,9.41111111111111,5.403333333333332,2.1755555555555555,0.02420433333333333,9,amyAMP,seq_epochs_()_num_76
0.060909090909090906,100.24545454545455,7.672727272727273,7.053636363636363,2.419090909090909,0.04419,11,amyAMP,seq_epochs_()_num_77
-0.1596153846153846,78.88076923076923,8.442307692307692,7.013076923076923,2.198076923076923,0.02341219230769231,26,amyAMP,seq_epochs_()_num_78
0.3379166666666667,66.10000000000001,7.429166666666667,6.315833333333333,2.199583333333333,0.044095833333333334,24,amyAMP,seq_epochs_()_num_79
-0.029999999999999975,63.98235294117647,8.705882352941178,6.587647058823529,2.2547058823529413,0.03072876470588235,17,amyAMP,seq_epochs_()_num_80
0.03611111111111117,81.43333333333334,7.588888888888889,6.7622222222222215,2.2033333333333336,0.02195377777777778,18,amyAMP,seq_epochs_()_num_81
0.05760000000000003,82.912,7.5920000000000005,6.8180000000000005,2.2328,0.02709492,25,amyAMP,seq_epochs_()_num_82
0.05666666666666664,93.25,7.25,7.465,2.2516666666666665,0.029419583333333336,12,amyAMP,seq_epochs_()_num_83
0.3143478260869566,61.86086956521738,7.495652173913045,6.304347826086956,2.2108695652173913,0.04068347826086957,23,amyAMP,seq_epochs_()_num_84
0.186,58.980000000000004,8.166666666666664,5.710666666666667,2.1893333333333334,0.0069552,15,amyAMP,seq_epochs_()_num_85
0.06833333333333334,58.675000000000004,8.358333333333334,5.8325000000000005,2.214166666666667,0.06332008333333333,12,amyAMP,seq_epochs_()_num_86
-0.12916666666666665,91.88333333333333,8.058333333333335,7.5683333333333325,2.1991666666666667,0.025972083333333337,12,amyAMP,seq_epochs_()_num_87
0.2657142857142857,63.785714285714285,8.200000000000001,6.3999999999999995,2.255714285714286,0.04386357142857143,7,amyAMP,seq_epochs_()_num_88
0.36625,67.38125,7.69375,5.83375,2.19625,0.05967912499999999,16,amyAMP,seq_epochs_()_num_89
0.20700000000000002,80.39,7.600000000000001,6.831,2.229,0.0249968,10,amyAMP,seq_epochs_()_num_90
-0.12916666666666657,85.925,7.266666666666667,7.510833333333334,2.258333333333333,0.02834375,12,amyAMP,seq_epochs_()_num_91
0.09333333333333337,61.68518518518519,8.407407407407408,6.235555555555556,2.212962962962963,0.03246985185185186,27,amyAMP,seq_epochs_()_num_92
-0.32599999999999996,83.464,8.58,7.1292,2.2447999999999997,0.0298564,25,amyAMP,seq_epochs_()_num_93
-0.18111111111111106,95.1888888888889,7.677777777777779,7.116666666666666,2.2633333333333336,0.040558333333333335,9,amyAMP,seq_epochs_()_num_94
0.2425,79.3375,7.5,6.30875,2.2575,0.019515875000000002,8,amyAMP,seq_epochs_()_num_95
0.4566666666666667,104.6888888888889,6.633333333333334,6.274444444444445,2.448888888888889,0.02679811111111111,9,amyAMP,seq_epochs_()_num_96
0.18611111111111114,71.72777777777777,7.622222222222224,6.776666666666667,2.2972222222222225,0.03830505555555556,18,amyAMP,seq_epochs_()_num_97
-0.11199999999999995,58.36999999999999,8.659999999999998,6.484,2.1830000000000003,0.013799899999999999,10,amyAMP,seq_epochs_()_num_98
-0.07615384615384607,91.16153846153846,7.492307692307692,7.343076923076922,2.3592307692307695,0.03298392307692308,13,amyAMP,seq_epochs_()_num_99
-0.33583333333333326,88.75,8.325000000000001,7.1933333333333325,2.284166666666667,0.02515525,12,amyAMP,seq_epochs_()_num_100
0.1333333333333334,73.46,7.58,6.727333333333332,2.195333333333333,0.0434608,15,amyAMP,seq_epochs_()_num_101
0.24187499999999998,77.525,7.875000000000001,6.99625,2.2556249999999998,0.026214374999999998,16,amyAMP,seq_epochs_()_num_102
-0.21125,76.5375,8.825,6.5575,2.1987499999999995,0.011999875,8,amyAMP,seq_epochs_()_num_103
-0.16285714285714287,74.68571428571428,8.200000000000001,7.002857142857144,2.1985714285714284,0.011503714285714286,7,amyAMP,seq_epochs_()_num_104
-0.2705555555555555,75.81666666666666,8.555555555555555,6.881111111111111,2.212222222222222,0.031322222222222224,18,amyAMP,seq_epochs_()_num_105
0.44437499999999996,69.8875,7.575,6.183125,2.244375,0.05972837499999999,16,amyAMP,seq_epochs_()_num_106
0.41000000000000003,74.18235294117646,7.0,6.300000000000001,2.238235294117647,0.04208982352941176,17,amyAMP,seq_epochs_()_num_107
0.376,62.144,7.835999999999999,6.239199999999999,2.2611999999999997,0.04629964,25,amyAMP,seq_epochs_()_num_108
0.06153846153846166,97.14615384615385,7.1461538461538465,7.0415384615384635,2.2507692307692304,0.031529076923076924,13,amyAMP,seq_epochs_()_num_109
0.23555555555555557,65.0111111111111,7.655555555555556,6.223333333333334,2.238888888888889,0.03579255555555556,9,amyAMP,seq_epochs_()_num_110
0.003076923076923097,66.93846153846154,8.538461538461538,6.73076923076923,2.286153846153846,0.04113023076923077,13,amyAMP,seq_epochs_()_num_111
-0.1335,86.69,8.15,7.080000000000001,2.1995,0.04568774999999999,20,amyAMP,seq_epochs_()_num_112
0.8300000000000001,59.8875,6.5625,5.94875,2.3324999999999996,0.051682624999999996,8,amyAMP,seq_epochs_()_num_113
0.5183333333333333,61.400000000000006,7.166666666666667,5.82,2.2583333333333333,0.02381883333333333,6,amyAMP,seq_epochs_()_num_114
0.499,59.065,7.5200000000000005,5.913,2.2230000000000003,0.034459699999999996,20,amyAMP,seq_epochs_()_num_115
0.345,80.5375,6.7125,6.5425,2.24125,0.0588915,8,amyAMP,seq_epochs_()_num_116
0.2158333333333334,68.15833333333333,7.6000000000000005,6.446249999999999,2.2075,0.032739333333333336,24,amyAMP,seq_epochs_()_num_117
-0.40999999999999986,88.535,8.26,7.725500000000001,2.2035,0.03706865,20,amyAMP,seq_epochs_()_num_118
0.10461538461538464,77.76153846153846,7.846153846153846,6.423076923076923,2.2853846153846153,0.025148,13,amyAMP,seq_epochs_()_num_119
-0.6,88.66,9.013333333333332,7.479333333333332,2.230666666666666,0.025718599999999998,15,amyAMP,seq_epochs_()_num_120
0.4025,68.07083333333333,7.3125,6.19,2.214166666666667,0.017482291666666667,24,amyAMP,seq_epochs_()_num_121
-0.09999999999999991,101.96666666666665,7.325,7.420000000000001,2.3233333333333333,0.030564916666666664,12,amyAMP,seq_epochs_()_num_123
0.0033333333333333687,64.34166666666665,8.458333333333334,6.151666666666666,2.200833333333333,0.023519666666666664,12,amyAMP,seq_epochs_()_num_124
-0.0437037037037037,66.12592592592593,8.588888888888889,6.40925925925926,2.21,0.030591888888888887,27,amyAMP,seq_epochs_()_num_125
-0.08454545454545453,74.13181818181818,8.58181818181818,6.548636363636365,2.1818181818181817,0.023974090909090914,22,amyAMP,seq_epochs_()_num_126
-0.02400000000000001,55.13000000000001,9.209999999999997,5.919,2.228,0.025766099999999997,10,amyAMP,seq_epochs_()_num_127
-0.7222222222222221,86.47222222222223,8.972222222222221,7.801666666666667,2.1666666666666665,0.042876833333333336,18,amyAMP,seq_epochs_()_num_128
-0.4662499999999999,90.275,8.35625,7.4925,2.19625,0.031414875,16,amyAMP,seq_epochs_()_num_129
0.6388235294117647,69.39411764705882,7.0,6.0723529411764705,2.2317647058823527,0.03229811764705883,17,amyAMP,seq_epochs_()_num_130
-0.22368421052631585,92.1736842105263,8.34736842105263,7.077894736842104,2.184736842105263,0.01945815789473684,19,amyAMP,seq_epochs_()_num_131
-0.4452941176470588,78.97058823529412,8.629411764705882,7.61,2.2123529411764706,0.03327341176470589,17,amyAMP,seq_epochs_()_num_132
0.3041666666666668,75.60833333333333,7.383333333333333,6.809166666666667,2.265,0.027074,12,amyAMP,seq_epochs_()_num_133
0.32708333333333334,71.30833333333334,7.283333333333334,6.370416666666667,2.2004166666666665,0.027068875000000003,24,amyAMP,seq_epochs_()_num_134
0.5855555555555555,91.12222222222222,6.644444444444444,5.808888888888889,2.3177777777777777,0.027459111111111108,9,amyAMP,seq_epochs_()_num_135
-0.10653846153846153,75.6576923076923,8.496153846153847,7.041923076923077,2.2023076923076923,0.01967665384615385,26,amyAMP,seq_epochs_()_num_136
-0.12769230769230766,80.85384615384615,8.323076923076924,6.736923076923077,2.156923076923077,0.02430192307692308,13,amyAMP,seq_epochs_()_num_137
0.26400000000000007,68.02000000000001,7.99,5.745,2.217,0.026894099999999997,10,amyAMP,seq_epochs_()_num_138
0.2510000000000001,82.24000000000001,7.040000000000001,6.334,2.2689999999999997,0.0478131,10,amyAMP,seq_epochs_()_num_139
0.5064285714285713,61.28571428571429,7.492857142857142,5.792857142857143,2.237142857142857,0.04027121428571428,14,amyAMP,seq_epochs_()_num_140
0.16400000000000003,81.53333333333333,7.453333333333333,6.268,2.293333333333334,0.017280933333333328,15,amyAMP,seq_epochs_()_num_141
-0.5699999999999998,108.3111111111111,8.277777777777779,7.88,2.2633333333333336,0.025618333333333333,9,amyAMP,seq_epochs_()_num_142
0.0018750000000000433,104.98124999999999,7.53125,7.1425,2.3893750000000002,0.028689625,16,amyAMP,seq_epochs_()_num_143
-0.14999999999999997,78.85333333333334,8.34,7.102666666666666,2.2033333333333336,0.03594786666666667,15,amyAMP,seq_epochs_()_num_144
-0.08461538461538459,74.23846153846154,8.226923076923077,6.946153846153846,2.2384615384615385,0.028658269230769234,26,amyAMP,seq_epochs_()_num_145
0.17461538461538462,74.0,7.423076923076924,6.617692307692308,2.161538461538462,0.04695615384615385,13,amyAMP,seq_epochs_()_num_146
0.3082608695652173,65.5478260869565,7.799999999999999,6.092173913043477,2.1786956521739134,0.019786826086956526,23,amyAMP,seq_epochs_()_num_147
0.30450000000000005,61.83,7.904999999999999,5.978999999999999,2.2550000000000003,0.0416028,20,amyAMP,seq_epochs_()_num_148
0.7538461538461539,69.9,6.607692307692308,5.876153846153846,2.3215384615384616,0.05007961538461539,13,amyAMP,seq_epochs_()_num_149
0.2575,74.39166666666667,7.75,6.783333333333334,2.2425,0.028026416666666668,12,amyAMP,seq_epochs_()_num_150
0.06000000000000001,49.094117647058816,8.647058823529411,5.826470588235295,2.209411764705882,0.025725705882352942,17,amyAMP,seq_epochs_()_num_151
0.4657142857142857,54.957142857142856,8.285714285714286,5.449999999999998,2.231428571428571,0.03829671428571429,7,amyAMP,seq_epochs_()_num_152
0.10900000000000006,91.67,7.100000000000001,7.158000000000001,2.2809999999999997,0.0353393,10,amyAMP,seq_epochs_()_num_153
0.040000000000000036,79.96666666666667,7.633333333333334,7.028333333333333,2.3091666666666666,0.04490266666666667,12,amyAMP,seq_epochs_()_num_154
-0.3708333333333333,90.74166666666667,8.233333333333333,7.253749999999999,2.2525,0.022194791666666668,24,amyAMP,seq_epochs_()_num_155
0.3544444444444445,88.76666666666668,7.233333333333334,6.75,2.3377777777777777,0.026441444444444445,9,amyAMP,seq_epochs_()_num_157
0.07769230769230771,70.52307692307691,8.13076923076923,6.241538461538462,2.213846153846154,0.04512546153846154,13,amyAMP,seq_epochs_()_num_158
0.017999999999999995,87.50999999999999,7.62,7.15,2.26,0.0259747,10,amyAMP,seq_epochs_()_num_159
0.6457142857142857,75.24285714285715,6.242857142857142,5.859999999999999,2.305714285714285,0.031232142857142854,7,amyAMP,seq_epochs_()_num_160
0.43913043478260866,67.84347826086956,7.413043478260868,6.270434782608696,2.2508695652173913,0.040817043478260866,23,amyAMP,seq_epochs_()_num_161
0.29538461538461536,77.86923076923077,7.661538461538464,6.02,2.1507692307692308,0.016798846153846154,13,amyAMP,seq_epochs_()_num_162
0.1258823529411765,83.40588235294118,7.564705882352941,7.015882352941176,2.260588235294118,0.03774070588235294,17,amyAMP,seq_epochs_()_num_163
-0.4545,83.965,8.805,7.720000000000001,2.1635,0.01786435,20,amyAMP,seq_epochs_()_num_164
-0.08185185185185186,65.61851851851851,8.633333333333333,6.102592592592593,2.2199999999999998,0.028938333333333337,27,amyAMP,seq_epochs_()_num_165
0.375,73.70625000000001,7.75,6.199375,2.30375,0.040475,16,amyAMP,seq_epochs_()_num_166
-0.2660869565217391,84.67391304347825,8.234782608695653,7.35217391304348,2.2269565217391305,0.04072917391304348,23,amyAMP,seq_epochs_()_num_167
0.11444444444444447,61.18888888888888,8.227777777777778,6.347222222222221,2.2222222222222223,0.025531888888888892,18,amyAMP,seq_epochs_()_num_168
0.12000000000000006,91.0,7.2250000000000005,7.408333333333332,2.288333333333333,0.03848658333333333,12,amyAMP,seq_epochs_()_num_169
0.31708333333333333,70.59583333333335,7.337500000000001,6.472083333333333,2.1925,0.04254241666666667,24,amyAMP,seq_epochs_()_num_170
0.3406666666666667,91.83333333333333,7.420000000000001,6.565333333333332,2.2439999999999998,0.03884953333333333,15,amyAMP,seq_epochs_()_num_171
0.13200000000000003,91.78999999999999,7.279999999999999,7.159999999999999,2.2699999999999996,0.025327500000000003,10,amyAMP,seq_epochs_()_num_172
0.5533333333333332,69.66666666666667,7.066666666666666,5.828333333333333,2.265,0.03789516666666667,6,amyAMP,seq_epochs_()_num_173
0.2690909090909091,93.4909090909091,7.081818181818182,6.923636363636362,2.2781818181818183,0.019617636363636365,11,amyAMP,seq_epochs_()_num_174
0.8158333333333333,82.95,6.0,5.866666666666666,2.2958333333333334,0.025233416666666664,12,amyAMP,seq_epochs_()_num_175
0.1818518518518519,64.22592592592594,7.833333333333333,6.325185185185185,2.187037037037037,0.04353951851851851,27,amyAMP,seq_epochs_()_num_176
0.09533333333333333,78.89333333333333,7.846666666666667,6.477333333333331,2.227333333333333,0.021286533333333336,15,amyAMP,seq_epochs_()_num_177
0.32416666666666666,62.09166666666666,8.05,6.1066666666666665,2.2183333333333333,0.046074250000000004,12,amyAMP,seq_epochs_()_num_178
0.3256,58.596000000000004,7.747999999999999,6.071200000000001,2.2571999999999997,0.04861592,25,amyAMP,seq_epochs_()_num_179
0.2485714285714286,70.12142857142858,7.507142857142858,6.487142857142857,2.2685714285714287,0.038418214285714285,14,amyAMP,seq_epochs_()_num_180
0.05133333333333339,79.05333333333333,7.9,6.739333333333333,2.2873333333333337,0.04604726666666666,15,amyAMP,seq_epochs_()_num_181
-0.011333333333333329,62.05333333333333,8.413333333333332,6.322,2.2479999999999998,0.0302138,15,amyAMP,seq_epochs_()_num_182
0.13050000000000006,78.69,7.674999999999999,6.919,2.2115,0.0242687,20,amyAMP,seq_epochs_()_num_183
0.15600000000000003,79.62,7.69,7.052999999999999,2.276,0.0460226,10,amyAMP,seq_epochs_()_num_184
0.014666666666666684,68.43333333333334,8.446666666666667,6.997333333333332,2.204,0.05062873333333335,15,amyAMP,seq_epochs_()_num_185
0.10400000000000002,59.38399999999999,8.296,6.349200000000001,2.1955999999999998,0.0457322,25,amyAMP,seq_epochs_()_num_186
-0.08555555555555555,79.9388888888889,8.266666666666666,7.466666666666667,2.261111111111111,0.044530611111111104,18,amyAMP,seq_epochs_()_num_187
-0.524,75.07600000000001,9.148000000000001,7.209200000000001,2.2607999999999997,0.0452804,25,amyAMP,seq_epochs_()_num_188
0.25875000000000004,52.425,7.9125,5.805,2.17,0.0421845,8,amyAMP,seq_epochs_()_num_189
-0.11000000000000001,71.15,8.425,6.925,2.1399999999999997,0.00934125,8,amyAMP,seq_epochs_()_num_190
-0.04076923076923077,77.42307692307692,8.346153846153845,5.792307692307692,2.212307692307692,0.017752076923076923,13,amyAMP,seq_epochs_()_num_191
0.03842105263157897,64.57894736842105,8.23684210526316,6.976842105263158,2.231052631578947,0.05544747368421053,19,amyAMP,seq_epochs_()_num_192
0.18560000000000001,66.82,8.107999999999999,6.6412,2.2148,0.039553719999999994,25,amyAMP,seq_epochs_()_num_193
0.14928571428571427,66.34285714285713,8.042857142857143,5.896428571428571,2.2435714285714288,0.020058785714285713,14,amyAMP,seq_epochs_()_num_195
-0.1658823529411764,86.27058823529411,7.505882352941177,7.1782352941176475,2.1976470588235295,0.04373123529411765,17,amyAMP,seq_epochs_()_num_196
-0.5218749999999999,95.5875,8.3875,8.004375,2.270625,0.0332710625,16,amyAMP,seq_epochs_()_num_197
0.6650000000000001,72.0,6.483333333333334,5.836666666666667,2.278333333333333,0.0207635,6,amyAMP,seq_epochs_()_num_198
-0.01937499999999992,76.64375,7.775,7.33,2.2824999999999998,0.054259812500000004,16,amyAMP,seq_epochs_()_num_199
0.9275000000000002,70.73333333333333,6.183333333333334,5.915,2.2933333333333334,0.06368675,12,amyAMP,seq_epochs_()_num_200
-0.1470588235294118,73.54705882352941,8.582352941176469,6.903529411764706,2.2029411764705884,0.03345417647058823,17,amyAMP,seq_epochs_()_num_201
0.36,78.56363636363636,7.236363636363637,6.579090909090909,2.269090909090909,0.03837572727272728,11,amyAMP,seq_epochs_()_num_202
-0.2745833333333333,88.37083333333334,8.525,7.541250000000001,2.192083333333333,0.022740083333333338,24,amyAMP,seq_epochs_()_num_203
0.12428571428571433,77.27142857142857,7.928571428571429,6.4364285714285705,2.200714285714286,0.021767142857142856,14,amyAMP,seq_epochs_()_num_205
-0.29111111111111104,86.65925925925924,8.55185185185185,6.785925925925927,2.29,0.024553740740740744,27,amyAMP,seq_epochs_()_num_206
0.366,69.89333333333335,7.073333333333334,6.165333333333333,2.2846666666666664,0.012793733333333333,15,amyAMP,seq_epochs_()_num_207
0.13500000000000004,64.7,7.658333333333332,6.708333333333333,2.2808333333333333,0.027030916666666665,12,amyAMP,seq_epochs_()_num_208
0.5040000000000001,65.285,7.410000000000001,6.24,2.1904999999999997,0.049969000000000006,20,amyAMP,seq_epochs_()_num_209
0.0028000000000000204,70.684,8.3,6.438400000000001,2.2152,0.034876599999999994,25,amyAMP,seq_epochs_()_num_210
0.27294117647058824,81.5,7.358823529411765,6.699411764705882,2.2158823529411764,0.023763470588235296,17,amyAMP,seq_epochs_()_num_211
